0,1,2,3,4,5,6,7,8,state
-8.06656,-2.63622,2.16042,-1.14592,0.996018,-1.29821,19.3648,-7.37594,0.189594,0.0
-8.71389,-1.75166,2.91749,-1.73198,2.20749,-0.61579,18.4376,-10.8222,-0.184424,0.0
-9.71016,-0.790936,3.39966,-2.5005,3.45903,0.334242,15.6821,-14.0303,-0.42431,0.0
-10.8369,-0.363844,3.49681,-4.27752,4.27825,-1.86899,14.3175,-13.533,0.176043,0.0
-12.2702,0.405359,3.39577,-5.83421,5.66194,-9.56843,13.356,-10.0318,-0.0870825,0.0
-14.3278,1.43944,2.66869,-2.91676,9.87486,-14.3694,12.9305,-5.93972,1.27238,0.0
-17.672,3.35403,1.68844,4.69685,17.4302,-12.6685,10.9466,-3.02636,-0.618342,0.0
-21.9339,4.94184,1.54227,8.33925,27.8563,-11.5522,9.55508,-0.924173,-1.26309,0.0
-23.8527,5.60269,1.62676,7.10022,25.2968,-11.9922,7.371,2.01083,-0.994987,0.0
-21.8825,5.36156,1.84952,0.532538,20.3736,-8.1844,2.33103,3.59826,-0.902166,0.0
-19.3756,6.02722,2.11575,-4.14425,18.1968,-3.80914,-2.27084,4.14271,-3.61542,0.0
-19.6672,7.54712,2.10625,-4.81199,16.7644,-4.35867,-2.76384,3.97893,-6.4365,0.0
-20.8313,9.94399,1.81132,-3.37866,17.2658,-7.47073,-1.72407,2.2195,-10.3125,0.0
-20.3409,12.0987,1.34955,-1.17973,19.6069,-5.46374,-1.0305,1.40491,-13.3875,0.0
-19.237,14.5539,1.08839,1.12525,20.3941,-4.88245,-0.591981,4.87624,-15.7199,0.0
-18.6439,16.3264,0.398519,2.09988,17.5186,-6.443,-0.802451,8.63816,-15.9383,0.0
-18.4455,16.6584,-0.484839,2.17679,13.4544,-6.04119,0.158071,10.8685,-15.4792,0.0
-16.969,16.032,-1.34582,1.66689,10.752,-4.99617,2.15385,9.18992,-16.0272,0.0
-14.8355,14.6089,-1.61696,0.946834,9.28757,-4.73341,4.44451,8.11917,-16.846,0.0
-13.1754,13.0805,-1.35601,-0.302862,9.90417,-3.24794,5.48307,9.06592,-17.3429,0.0
-11.9954,11.8238,-0.83376,-0.816094,11.2739,-1.40309,5.42313,12.1315,-16.0891,0.0
-11.1413,11.255,-0.0493001,-1.03109,10.2529,-2.13936,5.73938,14.9386,-16.0261,0.0
-10.6465,10.6083,0.191217,-0.190411,9.1884,-3.24358,6.65215,15.1735,-12.931,0.0
-10.4222,10.2651,0.195735,1.11207,7.63423,-4.14423,7.48966,15.7512,-9.91605,0.0
-10.3972,9.95857,-0.110756,2.01657,6.3496,-4.356,8.4499,17.7154,-9.41673,0.0
-9.92814,10.2143,-0.797366,2.2872,5.63465,-4.15516,9.8379,18.5423,-9.44622,0.0
-8.61755,10.5798,-1.20233,1.69382,5.37687,-3.58426,10.9195,18.2323,-9.51038,0.0
-7.34127,11.0601,-1.53122,0.470451,5.42622,-2.44496,11.719,17.2347,-8.83997,0.0
-6.20117,11.2044,-1.36068,-0.224981,5.9242,-1.52987,11.9281,15.7441,-7.78666,0.0
-5.62612,11.477,-0.0828995,-0.144918,6.94086,-1.49301,13.0444,15.7662,-6.69484,0.0
-5.1821,12.0868,0.614467,0.33695,7.83937,-2.02929,13.0648,14.8202,-7.11324,0.0
-4.23176,12.3082,0.743418,0.393886,8.32396,-2.72681,12.6637,12.6249,-7.64399,0.0
-3.02943,11.8805,0.647408,0.468274,8.05989,-2.76332,12.7492,12.7734,-7.29672,0.0
-2.27015,11.2317,0.891894,0.326804,7.46076,-2.33801,12.3233,12.3512,-6.41091,0.0
-1.8853,10.8897,1.16822,-0.657118,6.67521,-2.04351,12.1759,9.84177,-5.8566,0.0
-2.03725,10.3983,1.24458,-1.18704,6.33903,-1.89714,13.0991,7.01484,-4.44036,0.0
-1.94882,9.75713,1.7484,-1.82918,5.51449,-1.63504,14.1612,5.70048,-2.37606,0.0
-1.86441,9.68302,2.01933,-1.96965,5.2919,-1.21094,15.1494,4.58712,-1.62582,0.0
-1.92154,9.461,2.59653,-2.32278,5.36594,-1.56606,19.718,5.08384,-5.51819,0.0
-2.83526,9.70331,3.42875,-2.34055,5.70935,-0.909245,25.4466,21.7786,33.4124,0.0
-4.16335,11.2747,4.01936,-2.86329,7.511,-2.00876,10.3807,13.8361,3.90196,0.0
-5.45956,13.526,4.30024,-3.39003,9.37826,-4.54123,19.0491,-2.49594,2.6258,0.0
-6.57321,14.4866,4.6652,-4.24632,10.7228,-6.5746,15.2734,-9.89908,5.45006,0.0
-8.49619,14.5404,4.75167,-5.09409,12.4167,-7.06012,11.8133,-10.5628,1.01949,0.0
-10.5127,13.9465,4.45406,-6.33044,15.4823,-5.35004,9.72114,-3.71651,1.14849,0.0
-12.0359,12.0519,3.39847,-7.26365,19.0271,-5.02998,8.80731,3.01372,0.634281,0.0
-12.6857,9.62138,2.58871,-5.98185,20.8926,-6.94887,7.63289,8.11006,0.474841,0.0
-12.577,7.18573,1.86729,-3.15493,19.5769,-5.2671,7.78766,10.3512,0.230982,0.0
-12.2514,5.75009,2.8392,0.236615,16.1593,-2.3292,7.60372,7.15723,0.94353,0.0
-11.4045,4.72502,3.50963,3.65035,12.0431,-2.44758,6.75484,5.21986,1.71864,0.0
-9.34615,3.04731,4.39284,5.92803,7.54703,-3.59205,4.44226,6.51448,3.03752,0.0
-6.19328,1.92889,5.13661,6.36137,2.34711,-3.91578,3.1058,7.12827,3.29014,0.0
-2.52591,1.83506,6.34648,5.39334,-2.80002,-2.67752,2.29672,7.55829,2.39161,0.0
-0.206946,3.08028,7.60861,4.49462,-6.09629,-0.553436,1.92165,6.35474,1.27613,0.0
1.8644,4.96585,8.13362,2.95605,-8.35255,-0.845023,2.07395,4.95675,0.321633,0.0
3.62381,7.00282,8.34554,1.32127,-7.79078,-2.07681,1.30746,4.4724,-0.223475,0.0
4.38278,8.02033,8.23801,-0.854677,-4.32273,-2.55344,1.06069,2.95925,-0.71828,0.0
4.42056,8.58812,8.1212,-2.92985,0.363578,-1.01871,1.97776,2.35033,-1.24535,0.0
2.93153,8.51994,7.67576,-4.60765,3.68891,-0.0918888,2.27274,2.76801,-1.47645,0.0
-0.278887,8.15667,6.66671,-6.20577,4.84357,-2.7189,1.32949,2.57534,-0.404424,0.0
-3.90675,6.72597,4.73132,-6.55993,4.51481,-6.94483,0.967179,2.1286,-1.21575,0.0
-7.96785,3.88304,1.48562,-7.43615,5.09347,-10.8734,0.886828,0.658337,-2.44231,0.0
-11.7562,1.88308,-0.604206,-6.06503,8.01541,-12.4456,2.58046,-0.495888,-1.87753,0.0
-15.6188,1.34275,-0.775703,-2.84009,12.781,-13.332,4.47967,-0.429152,-2.20577,0.0
-17.8284,2.17007,0.689416,-1.5936,15.435,-10.0655,7.38204,0.127665,-2.87408,0.0
-17.2848,2.833,3.15851,-3.43017,13.4998,-7.57559,10.2816,-0.0752115,-3.4991,0.0
-15.3407,1.27934,5.07876,-5.22502,11.6143,-8.84105,13.8169,-0.776353,-4.03734,0.0
-14.8274,-1.53125,5.21139,-9.22707,12.2,-7.67638,16.6514,-1.85621,-4.15593,0.0
-15.4761,-4.18869,4.47938,-12.3558,13.6854,-6.69243,17.5842,-3.87672,-3.8637,0.0
-16.272,-5.70781,3.62586,-13.2411,15.1914,-7.13929,16.8209,-4.18256,-3.02066,0.0
-17.211,-6.65566,2.88373,-10.3594,14.8114,-6.27271,16.4504,-4.53419,-1.51728,0.0
-17.2827,-7.49707,2.07726,-8.03047,12.8482,-5.91437,17.5075,-4.88576,-1.11836,0.0
-15.8932,-8.99685,1.06397,-6.91415,10.8064,-6.62321,19.244,-6.67758,-1.55251,0.0
-13.5679,-10.5721,0.911682,-5.96546,9.22203,-6.60087,19.3732,-9.56253,-1.72623,0.0
-11.96,-12.066,0.748369,-5.42471,7.60386,-6.1986,18.7231,-9.66855,-2.19531,0.0
-10.6331,-12.6053,1.00099,-5.41864,6.43868,-5.88494,17.1533,-8.22486,-1.10127,0.0
-9.67876,-12.383,1.24546,-5.43458,6.1804,-5.10997,16.2397,-5.67761,-0.817734,0.0
-9.51958,-12.0034,1.40051,-5.00652,6.48213,-4.83215,16.5055,-2.82841,-1.21859,0.0
-9.62627,-11.8115,1.55222,-4.25506,6.70308,-5.20646,16.8607,-1.83653,-2.07007,0.0
-9.2548,-11.5888,1.3261,-3.9284,6.13384,-5.70207,16.0407,-2.02245,-1.92297,0.0
-8.391,-11.2181,1.10687,-3.42788,5.87002,-5.49854,15.3933,-2.05317,-2.31531,0.0
-7.996,-10.3078,1.41761,-3.73857,5.41809,-5.65758,15.2235,-1.6768,-1.77913,0.0
-8.29541,-8.56263,1.13783,-3.96383,5.41958,-5.5455,14.4431,-1.67342,-1.59421,0.0
-8.75222,-6.69444,1.74048,-3.74449,5.34149,-5.85104,13.6533,-1.78139,-1.71741,0.0
-8.84208,-5.62724,2.19739,-3.77848,5.60596,-5.73636,13.1235,-2.04256,-1.87558,0.0
-8.97693,-5.01603,2.53969,-3.78386,6.74242,-4.7334,12.9387,-1.81389,-1.8403,0.0
-9.38407,-4.36685,2.64686,-3.43073,7.53388,-4.45853,12.5118,-1.35052,-2.46499,0.0
-10.1161,-3.44611,3.13313,-3.28499,8.02108,-4.72852,12.1757,-1.6148,-2.38962,0.0
-10.2826,-2.53009,3.58939,-3.23324,8.85193,-4.34308,11.6146,-1.57328,-2.39563,0.0
-10.4126,-1.61469,4.00772,-3.10975,8.85365,-4.03108,11.8524,-1.35042,-1.97009,0.0
-10.2082,-0.173114,4.15987,-3.29794,8.89241,-3.95717,12.1395,-1.38676,-2.3914,0.0
-9.83301,1.14882,3.81464,-4.10207,8.78118,-4.08754,12.1319,-1.99297,-2.54208,0.0
-9.40105,2.70246,3.96982,-5.16391,9.08677,-3.95289,12.2014,-2.182,-2.69455,0.0
-8.82594,4.06356,3.93535,-6.08058,9.08044,-5.3247,12.7621,-2.5276,-2.64807,0.0
-8.44031,5.16088,3.93743,-6.78171,9.00391,-5.84053,12.6669,-3.05354,-3.26321,0.0
-8.32535,5.577,3.89926,-7.30154,9.46027,-5.4255,12.3617,-2.89784,-3.49885,0.0
-8.65636,5.7334,4.1247,-7.60004,9.72609,-5.23817,12.5856,-4.0779,-3.29628,0.0
-9.1474,7.47937,3.76507,-6.56756,10.1376,-5.14336,12.8126,-5.2862,-4.28978,0.0
-9.35545,9.00071,3.98774,-4.93376,9.49158,-5.22782,11.9901,-5.12911,-4.29919,0.0
-9.07917,9.72119,4.18189,-2.81132,8.84247,-5.53575,9.826,-4.05256,-4.28947,0.0
-8.38317,9.49266,4.69342,-0.889733,8.35091,-4.91853,7.52941,-4.12086,-3.46363,0.0
-6.66792,8.91513,5.25988,0.409065,7.13458,-5.97523,7.78701,-6.45154,-1.86435,0.0
-5.67389,8.64533,5.66056,1.06127,6.72833,-4.4907,8.04891,-7.11031,-0.429766,0.0
-4.58825,9.32577,6.32881,0.569643,7.77305,-0.592183,7.5325,-7.98381,-0.0051554,0.0
-3.39165,10.0426,6.92163,0.179395,7.35824,-0.868951,8.21765,-6.21488,1.38012,0.0
-2.43035,10.4939,7.31938,-0.406476,7.04702,-2.621,9.32947,-2.19869,1.55954,0.0
-2.00717,10.4168,7.5569,-0.259888,6.55601,-2.77163,11.0008,-1.72195,2.34552,0.0
-1.5151,10.3375,7.60302,-0.451381,5.92543,-1.45654,11.5623,-1.90499,1.07895,0.0
-1.18222,10.2573,7.41584,-0.988739,5.52106,-0.264607,1.06592,4.43953,-9.98891,0.0
-0.902432,9.57741,7.99964,-2.46566,4.81288,0.0981471,12.2413,52.619,-9.01561,0.0
-0.69465,8.01814,7.77709,-2.99532,4.43038,-1.03311,17.1263,13.0397,-6.05721,0.0
-0.862622,6.38658,7.62613,-2.60426,4.70622,-4.58925,5.28682,2.35225,0.640872,0.0
-1.59229,5.43262,6.38682,-2.79062,6.58056,-5.91523,0.511888,-3.93432,2.32886,0.0
-3.19923,5.09906,5.86354,-1.85618,7.9745,-5.36074,2.02417,-11.7556,-3.5113,0.0
-5.62552,5.34303,5.55696,-0.13661,8.91967,-3.97743,8.5233,-2.28523,3.48129,0.0
-7.18265,5.39092,5.30255,1.25939,9.2971,-3.17894,11.867,6.28388,2.34331,0.0
-7.55466,5.47106,5.45066,0.94194,9.74678,-3.65081,11.5463,11.5123,-0.702417,0.0
-7.69539,5.24761,5.79569,0.32557,11.0179,-5.29239,8.82551,10.7598,-4.12153,0.0
-7.94788,5.25267,6.13828,-0.267977,11.8426,-6.11896,6.29654,6.45765,-5.39422,0.0
-8.05242,5.36937,6.36724,-0.992453,11.7319,-6.13173,6.54166,2.59291,-6.564,0.0
-7.50056,5.32337,5.9523,-2.05089,10.8805,-4.48313,7.91116,-0.350126,-5.21965,0.0
-6.53113,5.35036,5.58186,-2.94187,10.3619,-3.64573,8.46319,0.160042,-3.01755,0.0
-5.81233,5.45864,5.59226,-3.68161,10.0972,-4.16164,8.64681,1.59419,-2.09842,0.0
-5.96216,5.83886,5.55024,-3.99971,10.7349,-4.67285,9.05602,0.897142,-0.739258,0.0
-6.60966,5.69106,5.42558,-4.03565,11.2711,-3.35873,8.88226,-0.132285,-0.0786287,0.0
-7.57097,5.23973,5.02783,-3.67208,11.6886,-2.69525,8.27578,-2.44586,0.0838678,0.0
-7.55271,5.31029,4.45056,-3.08196,11.7286,-2.06515,7.80335,-3.95726,-0.451851,0.0
-7.17241,5.64882,4.45511,-2.33598,10.7442,-2.51309,8.27688,-3.91852,-0.910311,0.0
-6.74977,5.49587,4.69288,-1.71107,9.38221,-3.15559,8.95456,-2.51699,-1.02783,0.0
-5.75092,5.34088,5.2087,-0.944054,8.13908,-2.86661,9.95834,-0.858958,-0.256031,0.0
-4.68666,5.06915,5.45648,-0.240643,6.48511,-2.11279,10.2892,-0.109514,0.70745,0.0
-3.77462,4.64683,5.7025,0.727582,4.94275,-1.43198,9.49563,-2.8402,0.947795,0.0
-2.4847,4.60031,5.87592,1.49126,3.7365,-1.25934,9.29118,-5.95212,0.926421,0.0
-1.50457,4.44063,5.85266,1.79304,2.98222,-1.29014,9.08837,-8.11386,0.783399,0.0
-1.4314,4.47731,5.77665,1.38206,2.93902,-2.30419,9.74565,-8.73245,1.64295,0.0
-1.89184,5.00928,5.46006,1.04875,3.87431,-3.35874,11.4337,-10.1132,2.05472,0.0
-3.46325,6.50251,5.58544,1.02686,5.68438,-2.97781,13.1959,-11.8365,2.50798,0.0
-6.73814,8.15962,5.56928,0.559122,7.53613,-2.21788,14.5081,-13.9369,2.99754,0.0
-10.4566,9.33037,5.93299,-0.800213,10.2151,-2.05761,15.6795,-16.0176,1.17017,0.0
-14.0064,9.69926,5.87857,-2.22098,13.1523,-2.71244,17.1363,-18.4597,1.54757,0.0
-16.8264,9.64895,6.25986,-3.19184,16.7262,-3.67094,18.6939,-19.9485,1.34125,0.0
-19.4562,9.40817,6.72162,-4.23218,20.9703,-5.7558,19.9072,-21.1668,0.820995,0.0
-20.7557,9.22504,6.3179,-4.24418,23.7637,-10.2954,20.2731,-21.9273,0.675108,0.0
-20.5738,9.75204,6.01095,-4.26889,25.2257,-11.2687,19.9107,-22.1839,-0.175987,0.0
-20.016,10.5407,5.59328,-4.61181,25.8639,-6.16579,19.9145,-21.2343,-0.22043,0.0
-19.3889,11.0719,6.1397,-4.67833,23.2033,-4.29974,20.6041,-20.51,-1.10541,0.0
-18.2216,10.9201,7.15838,-3.66931,20.2139,-5.97547,20.3277,-19.26,-0.537162,0.0
-16.6813,9.80755,7.14671,-3.01424,17.4376,-4.17341,19.5654,-18.3113,0.105156,0.0
-14.7123,7.62485,6.64475,-2.0229,13.8308,-2.51745,17.2101,-15.9014,-0.281259,0.0
-12.2738,4.82697,5.65155,-0.940568,9.45695,-2.87083,14.0095,-13.8982,-1.36843,0.0
-8.70158,2.58842,4.55799,-0.989939,5.20224,-2.8579,11.8652,-11.5512,-3.52741,0.0
-5.68258,0.963623,3.72349,-1.78173,1.26421,-0.923393,9.39996,-8.06587,-5.34945,0.0
-2.69041,-0.620261,3.19634,-1.46929,-2.22595,0.952217,8.17903,-3.23282,-5.77786,0.0
-0.0846814,-2.46848,2.47186,-0.881209,-6.56033,0.628471,7.16989,0.667297,-13.0287,0.0
2.23529,-3.47702,2.04816,0.0959425,-7.4697,0.26192,0.942549,14.7702,26.9917,0.0
3.50463,-3.98317,1.7225,1.313,-6.88076,-1.15062,6.0262,55.9209,-32.0606,0.0
3.94153,-3.87721,1.22835,3.0703,-4.7955,-3.75859,4.71341,20.7961,-7.19738,0.0
4.01657,-3.76431,1.1906,4.16365,-1.97936,-4.40619,-3.7297,8.96444,-7.13336,0.0
3.93135,-3.04657,0.763544,3.43151,0.776903,-3.65399,-4.70965,-0.832229,-1.6029,0.0
2.97697,-2.51148,0.362569,1.50543,4.47482,-3.42986,-3.78397,-0.613047,-5.9168,0.0
1.74327,-1.74106,0.572415,-0.794334,7.53589,-2.90066,-2.28211,9.79055,-2.45431,0.0
-0.0519266,-0.77555,0.888653,-3.38172,9.36002,-1.67567,0.178253,15.0801,-1.14986,0.0
-1.44321,0.221667,0.864449,-5.11091,11.5535,-1.09459,0.799209,12.989,-1.28487,0.0
-2.64422,1.9752,0.725081,-5.05152,10.2237,-2.83164,1.73201,8.84975,-1.90564,0.0
-4.59594,4.0767,0.65027,-3.39282,6.59295,-4.37734,2.62696,5.05307,-2.6061,0.0
-6.39435,4.96566,0.889744,-2.1083,3.86815,-5.77789,4.791,2.92248,-3.72837,0.0
